core_name,core_type,sample_depth_start,sample_depth_end,latitude,longitude,depth,tex86,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,bit,publicationYear,reference_name,remark,reference_link
ARA01 08MUC,MC,0,1,75.0056,-159.0054,940,0.390458316,0.513847604,0.023447869,0.008639281,0.003215792,0.447684364,0.00316509,0.083143544,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA01 13MUC,MC,0,1,75.0175,-156.0072,3900,0.329696847,0.52249287,0.045377902,0.0142809,0.002438927,0.40980955,0.005599852,0.334779318,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA01 21MUC,MC,0,1,75.9981,-156.0156,920,0.364170882,0.513501871,0.041337374,0.014159125,0.003252895,0.421484791,0.006263945,0.196556344,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA01 25MUC,MC,0,1,76.0008,-159.0065,820,0.383873265,0.508537908,0.031043479,0.011692458,0.003129228,0.4410772,0.004519727,0.144384259,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA01 27MUC,MC,0,1,75.978,-160.0028,2100,0.359064831,0.522223847,0.03425264,0.011904551,0.003217198,0.424334492,0.004067272,0.101863471,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA01 32MUC,MC,0,1,75.4963,-163.8938,1920,0.363440759,0.514044951,0.031798779,0.010845243,0.002991566,0.436000894,0.004318567,0.132490415,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 01(A),MC,0,1,73.6314,-166.5183,119,0.488504249,0.404808199,0.008970658,0.003063079,0.003442016,0.577653712,0.002062336,0.027333005,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 01(B),MC,0,1,73.6343,-166.5065,123,0.523608346,0.330017272,0.008562756,0.003414953,0.003378756,0.652008534,0.002617729,0.029571905,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 2,MC,0,1,74.2989,-167.652,320,0.437444521,0.522746225,0.016758283,0.005470394,0.00466667,0.44746421,0.002894218,0.04981673,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 03(A),MC,0,1,75.1079,-166.3405,423,0.405640128,0.5623044,0.017760881,0.005924926,0.003745033,0.407813231,0.002451529,0.053723099,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 03(B),MC,0,1,75.1165,-166.3405,455,0.37916763,0.528453322,0.020482175,0.006278497,0.003419757,0.438555204,0.002811045,0.069872855,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 6,MC,0,1,78.0054,-168.3588,453,0.370070626,0.540999448,0.035457886,0.010816547,0.003459537,0.402711883,0.006554699,0.091723615,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 8,MC,0,1,77.9991,-175.6784,1375,0.339028297,0.516618219,0.043303848,0.013221545,0.003485382,0.417866347,0.005504659,0.328535584,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 9,MC,0,1,77.9999,-179.3347,1550,0.351459998,0.529661882,0.036517111,0.010391318,0.004491319,0.414031474,0.004906896,0.265331596,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 11,MC,0,1,77.9997,173.9981,1320,0.367277792,0.548981747,0.029634979,0.009796056,0.003839222,0.404180986,0.00356701,0.24689672,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 13,MC,0,1,76.3996,172.0133,337,0.377208306,0.564315062,0.015710159,0.004942942,0.002424581,0.410459554,0.002147701,0.05971743,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 15,MC,0,1,76.4023,-179.3416,1050,0.350759565,0.531848313,0.031714474,0.009843024,0.003826989,0.419303106,0.003464094,0.168969828,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 16(A),MC,0,1,76.3994,-176.2174,1720,0.38583768,0.535167998,0.034626568,0.012040311,0.004542776,0.408451845,0.005170502,0.318770201,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 16(B),MC,0,1,76.3994,-176.2174,1720,0.348877313,0.519882773,0.03505578,0.011198523,0.002871203,0.426278249,0.004713472,0.307618088,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 18(A),MC,0,1,76.2885,-167.1604,435,0.397651418,0.533904208,0.019670576,0.006264207,0.003726504,0.433439326,0.002995179,0.047836702,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
ARA02 18(B),MC,0,1,76.2885,-167.1604,406,0.407057564,0.533865947,0.019891348,0.006489088,0.004439585,0.432587209,0.002726824,0.056302647,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
HLY05-01 MC4,MC,0,1,72.6989,-157.4537,53,0.466980339,0.449654616,0.01248931,0.004627273,0.003634072,0.526914148,0.002680582,0.118556233,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
HLY05-01 MC8,MC,0,1,71.6274,-156.843,51,0.439004993,0.491260866,0.014140793,0.004324003,0.003444488,0.483532506,0.003297345,0.147155366,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC12ex,MC,0,1,73.5998,-166.0007,46,0.397460015,0.484124545,0.015336678,0.004432192,0.002926061,0.490422077,0.002758447,0.163732113,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC12,MC,0,1,72.4322,-166.9642,43,0.379825259,0.49454086,0.017955585,0.004942179,0.003150781,0.476506678,0.002903916,0.215888588,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC13,MC,0,1,72.0007,-165.9995,48,0.403590188,0.468679861,0.013718204,0.003000762,0.00396703,0.508318833,0.002315309,0.195533711,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC14,MC,0,1,70.9997,-165.9975,54,0.395959216,0.522161794,0.018369889,0.005713196,0.002816028,0.447426536,0.003512557,0.288723575,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC15,MC,0,1,69.9998,-168.0002,40,0.433439501,0.503492871,0.022617558,0.009737302,0.005187855,0.456586312,0.002378102,0.394404342,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC16,MC,0,1,68.5005,-167.9992,35,0.396628838,0.51858594,0.015065192,0.004184008,0.003924047,0.456445694,0.001795119,0.260549795,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC17,MC,0,1,66.9998,-166.9992,33,0.400532227,0.533468275,0.019225031,0.005606927,0.003586977,0.434461558,0.003651231,0.384072023,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC18,MC,0,1,63.9998,-169.003,56,0.419005586,0.464530424,0.012757541,0.003658166,0.00319013,0.513511463,0.002352276,0.246446894,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC19,MC,0,1,63.0003,-167.499,98,0.446930046,0.501789178,0.014653881,0.004573873,0.004214042,0.471715292,0.003053733,0.119397704,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC21,MC,0,1,62.0007,-172.0005,1004,0.429432698,0.433444858,0.052020663,0.027153055,0.002355713,0.475381563,0.009644148,0.032723123,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC22,MC,0,1,62.0052,-176.0027,1158,0.46442771,0.371431872,0.040875552,0.02235052,0.002500964,0.552246868,0.010594224,0.038610333,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC23,MC,0,1,60.1587,-179.4633,132,0.450187562,0.52130241,0.013732966,0.004957457,0.003514807,0.453720043,0.002772317,0.144154565,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC25,MC,0,1,60.0748,-179.4632,101,0.428424007,0.487966231,0.016151148,0.005330882,0.004792282,0.483776551,0.001982907,0.164298847,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC26,MC,0,1,59.9997,-176,74,0.469179727,0.493241284,0.017503428,0.008019766,0.004076893,0.473784414,0.003374215,0.210504661,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC30,MC,0,1,58.5002,-172.0002,77,0.434231054,0.532515382,0.014725661,0.005325861,0.003686743,0.441456924,0.002289429,0.075457501,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC31,MC,0,1,58.3832,-170.0007,21.3,0.398435514,0.526371852,0.019749874,0.005947052,0.003727227,0.440797296,0.003406698,0.413125621,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC32,MC,0,1,57.0003,-167.5005,163,0.385025105,0.599241773,0.023664753,0.007194889,0.005276831,0.362277383,0.002344371,0.727344054,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 MC07,MC,0,1,63.5017,-165.4998,87,0.401425576,0.477696768,0.015082348,0.004804083,0.002988459,0.497106117,0.002322224,0.187660864,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
MR00 or MR06 M15,MC,0,1,69.7562,-138.1627,462,0.401744099,0.545527983,0.015998253,0.004990511,0.003291976,0.427730527,0.002460748,0.110461597,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
B42,grab,0,1,62.95,-166.75,30,0.351907242,0.538559868,0.021387282,0.005608966,0.002947605,0.428439791,0.003056488,0.560046603,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
B44,grab,0,1,63.175,-167.5,30,0.370602916,0.53503886,0.017238665,0.004182315,0.002847944,0.437571968,0.003120248,0.337390595,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
B46,grab,0,1,63.8667,-167.75,30,0.409256735,0.52930792,0.015739799,0.004768267,0.002663979,0.44404802,0.003472015,0.301022975,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
B47,grab,0,1,63.6,-167,30,0.369686519,0.513596643,0.016614977,0.004285778,0.00247894,0.460043494,0.002980168,0.321751236,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
B49,grab,0,1,63.3,-166.25,30,0.331281705,0.520368383,0.020334735,0.004416637,0.00313421,0.449223094,0.00252294,0.420286078,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
B50,grab,0,1,63.6533,-165.605,30,0.34897952,0.535314088,0.022532171,0.005917184,0.003226401,0.43007537,0.002934785,0.587038674,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
B52,grab,0,1,63.9,-166.2,30,0.359281454,0.544600533,0.018176777,0.004766096,0.002892019,0.427030104,0.002534471,0.435436032,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
B53,grab,0,1,64.1633,-166.8267,30,0.383040062,0.50410883,0.016381379,0.004332303,0.002751841,0.469339398,0.003086248,0.350205556,2014,Park2014,,http://dx.doi.org/doi:10.1016/j.marchem.2014.07.001
OCE437-7 MC1A,MC,1,2,37.8278,-9.5128,1123,0.641293185,0.282563846,0.068224588,0.074725717,0.010528325,0.527242936,0.036714588,0.04355,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC4E,MC,1,2,37.8372,-10.184,3146,0.657767,0.277801628,0.065421559,0.075959764,0.009085569,0.531056401,0.040675079,0.049,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC7B,MC,1,2,36.7722,-9.8672,2735,0.661402198,0.287833235,0.06301856,0.074879092,0.009789836,0.526043605,0.038435673,0.0612,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC11A,MC,1,2,36.3901,-9.0653,596,0.598265597,0.306996224,0.067253202,0.059292298,0.013206047,0.525592482,0.027659746,0.0899,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC12C,MC,0,1,35.8903,-7.5315,1184,0.641723799,0.289617578,0.069740318,0.077237547,0.01150022,0.515729334,0.036175003,0.0493,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC15G,MC,1,2,34.115,-7.7643,388,0.600771741,0.295951796,0.066990266,0.058983539,0.0139056,0.536248795,0.027920004,0.02495,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC18C,MC,1,2,33.4485,-9.3165,835,0.638862464,0.276627141,0.073047977,0.080812199,0.011501676,0.521102098,0.03690891,0.033075,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC22C,MC,1,2,30.8603,-10.2829,835,0.591600898,0.334483311,0.064823909,0.055525623,0.010044359,0.506790267,0.028332531,0.0268,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC25C,MC,0,1,30.8882,-10.6317,1244,0.611014106,0.315951809,0.065424901,0.062124598,0.009533662,0.515858218,0.031106813,0.03115,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC28D,MC,1,2,29.0181,-12.4669,776,0.638757109,0.276015641,0.071087665,0.077126564,0.009082267,0.527199309,0.039488554,0.01575,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC31A,MC,1,2,27.5371,-13.7408,1029,0.613902412,0.328773083,0.065972793,0.063945422,0.009541049,0.500343546,0.031424108,0.04,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC36F,MC,0,1,26.8273,-15.1201,2812,0.64383948,0.28927575,0.072348845,0.082264164,0.008608176,0.507567716,0.039935349,0.02925,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC39E,MC,1,2,25.4993,-16.4069,1780,0.617949344,0.298162489,0.076224238,0.076960966,0.008368404,0.50239738,0.037886523,0.015925,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC42A,MC,1,2,25.0203,-16.6571,1401,0.614949627,0.308376645,0.072385949,0.069682467,0.00850078,0.503632442,0.037421717,0.020475,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC44B,MC,1,2,24.3686,-17.0478,1662,0.615161534,0.3148639,0.072967929,0.07234477,0.007760978,0.495494766,0.036567657,0.014275,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC50B,MC,1,2,23.2071,-17.8542,2295,0.611431403,0.318105367,0.071658617,0.068719303,0.00774494,0.497457602,0.036314171,0.026425,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC51B,MC,1,2,21.797,-17.8708,1276,0.590774586,0.327845176,0.068198963,0.056505744,0.008449618,0.505499264,0.033501234,0.01535,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC55B,MC,1,2,21.2393,-17.8028,798,0.584022898,0.333143467,0.064285787,0.05044016,0.009436626,0.512301117,0.030392843,0.0137,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC63E,MC,1,2,20.7463,-18.5512,2106,0.596404511,0.342601211,0.070101582,0.061367147,0.009275441,0.483724052,0.032930568,0.02005,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC65H,MC,1,2,19.9434,-17.8607,1455,0.586421505,0.331517914,0.069921418,0.05652811,0.01013385,0.499418832,0.032479876,0.01975,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC67D,MC,1,2,19.3567,-17.2767,1393,0.585239008,0.327905073,0.072107169,0.059320517,0.009499086,0.498246529,0.032921626,0.02115,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC69A,MC,1,2,18.6388,-17.3348,2282,0.595693369,0.340110567,0.072726807,0.063914093,0.009686484,0.479995786,0.033566262,0.0226,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
OCE437-7 MC78F,MC,0,1,15.31,-23.4132,944,0.641943671,0.2813948,0.072629998,0.079389114,0.01033947,0.515774757,0.040471861,0.04015,2015,Tierney2015,,https://doi.org/10.1038/sdata.2015.29
64PE301 P900,MC,0,0.5,22.5482,64.0398,885,0.788003287,0.101975269,0.041432471,0.064637867,0.015256143,0.702585515,0.074112735,,2014,Lengger2014,,http://dx.doi.org/doi:10.1016/j.gca.2014.07.013
64PE301 P1000,MC,0,0.5,22.56527778,64.06277778,1013,0.794525066,0.096704871,0.037189589,0.055217287,0.013371538,0.722301815,0.0752149,,2014,Lengger2014,,http://dx.doi.org/doi:10.1016/j.gca.2014.07.013
64PE301 P1200,MC,0,0.5,22.33194444,63.6,1172,0.795962509,0.101072607,0.038916392,0.059062156,0.01299505,0.70819582,0.079757976,,2014,Lengger2014,,http://dx.doi.org/doi:10.1016/j.gca.2014.07.013
64PE301 P1300,MC,0,0.5,22.2999,63.5998,1306,0.742288557,0.138978546,0.049174103,0.066071768,0.013100437,0.670210746,0.062464401,,2014,Lengger2014,,http://dx.doi.org/doi:10.1016/j.gca.2014.07.013
64PE301 P1400,MC,0,0.5,22.155,63.2125,1379,0.757575758,0.137103541,0.045645242,0.062930022,0.013760698,0.674609834,0.065950663,,2014,Lengger2014,,http://dx.doi.org/doi:10.1016/j.gca.2014.07.013
64PE301 P1500,MC,0,0.5,22.07833333,63.075,1495,0.755700326,0.145645331,0.047219307,0.06547744,0.013850997,0.661070304,0.066736621,,2014,Lengger2014,,http://dx.doi.org/doi:10.1016/j.gca.2014.07.013
64PE301 P1800,MC,0,0.5,22.30833333,63.40833333,1786,0.742338962,0.175020836,0.049053459,0.064888677,0.013215859,0.634599357,0.063221812,,2014,Lengger2014,,http://dx.doi.org/doi:10.1016/j.gca.2014.07.013
64PE301 P2000,MC,0,0.5,22.14472222,63.01861111,1970,0.747028862,0.184540177,0.045523984,0.060189429,0.013137794,0.635502597,0.061106019,,2014,Lengger2014,,http://dx.doi.org/doi:10.1016/j.gca.2014.07.013
64PE301 P2500,MC,0,0.5,22.10472222,62.895,2470,0.73518851,0.184620596,0.049966125,0.06554878,0.013211382,0.626693767,0.05995935,,2014,Lengger2014,,http://dx.doi.org/doi:10.1016/j.gca.2014.07.013
64PE301 P3000,MC,0,0.5,21.92877,63.15823,3003,0.712073325,0.221898872,0.055232206,0.070934885,0.013338184,0.586273797,0.052322057,,2014,Lengger2014,,http://dx.doi.org/doi:10.1016/j.gca.2014.07.013
B997-316,GC,0,1,66.746,-18.79,658,0.396,0.706209057,0.011962404,0.003987468,0.001851324,0.273996013,0.001993734,,2019,Harning2019,,https://doi.org/10.1029/2018PA003523
AII1079_GC104,GC,15,18,-31.2633,-35.915,1430,0.58910594,0.375625301,0.074110149,0.067760943,0.007467532,0.444011544,0.031024531,0.106735049,2025,this study,,
AII1079_GGC110,GC,6,8,-30.81,-37.79,2661,0.617027518,0.334853923,0.07257832,0.074530881,0.006618559,0.475632932,0.035785385,0.253841165,2025,this study,,
AII1079_GGC153,GC,6,8,-30.93,-38.758,3965,0.598538232,0.366532937,0.074501265,0.069926533,0.005827387,0.447892068,0.035319808,0.420660813,2025,this study,,
AII1258_BC35,BC,10,12,26.769,-111.309,980,0.538738804,0.301948021,0.056258886,0.039524736,0.007780028,0.576084455,0.018403874,0.027677908,2025,this study,,
AII1258_BC43,BC,4,5,27.9,-111.65,655,0.518883695,0.330871277,0.059819463,0.041334459,0.007774481,0.544794,0.01540632,0.025285583,2025,this study,,
AII1258_GGC13,GC,6,8,26.52,-110.5,1330,0.523199519,0.342555422,0.058782745,0.040522861,0.008345396,0.534158745,0.015634832,0.046391742,2025,this study,,
AII1258_GGC16,GC,3,5,26,-110.67,1295,0.518614914,0.334783964,0.064707451,0.045227047,0.008272626,0.530796727,0.016212185,0.035883154,2025,this study,,
AII1258_GGC24,GC,4,5,26.08,-110.83,1020,0.553848272,0.286591925,0.052349205,0.037795951,0.007948556,0.596073093,0.019241269,0.036271495,2025,this study,,
AII1258_GGC53,GC,3,5,27.62,-111.93,1442,0.501992351,0.371466058,0.053267924,0.033593368,0.007034207,0.521571883,0.01306656,0.02599917,2025,this study,,
AII1258_GGC66,GC,3,4,30.163,-114.018,335,0.518473149,0.259112722,0.041381205,0.024367224,0.00675574,0.654949797,0.013433313,0.067328085,2025,this study,,
AII1258_GGC69,GC,3,4,31.009,-114.165,210,0.46115704,0.311069182,0.044830311,0.025020764,0.006535008,0.605733459,0.006811276,0.066146475,2025,this study,,
AII1258_GGC71,GC,5,7,30.68,-114.12,190,0.471288863,0.295337795,0.040508406,0.021460301,0.006303425,0.628044931,0.008345142,0.059790654,2025,this study,,
AII15_GC765,GC,5,7,-32.025,49.925,3698,0.618315617,0.364181009,0.074926867,0.072170078,0.007247104,0.439513168,0.041961774,0.264231301,2025,this study,,
AII15_GC766,GC,3,5,-32,55.117,4417,0.550014237,0.642589015,0.048453152,0.03683701,0.004822538,0.249733906,0.017564377,0.423613498,2025,this study,,
AII31_PC12,PC,5,8,10.333,-41.292,3182,0.552201982,0.400888914,0.078319405,0.062864088,0.007004876,0.424212131,0.026710585,0.286103311,2025,this study,,
AII31_PC13,PC,6,9,11.338,-41.863,4204,0.619449845,0.336525986,0.073990356,0.07224589,0.004995862,0.469044043,0.043197863,0.181193151,2025,this study,,
AII31_PC15,PC,6,8,11.885,-43.79,3940,0.605020769,0.386967383,0.07141652,0.067367298,0.005230245,0.432221793,0.036796761,0.626679954,2025,this study,,
AII31_PC16,PC,6,9,11.958,-46.167,4217,0.575574833,0.451054515,0.077859615,0.064590174,0.005194191,0.36549827,0.035803236,0.650168455,2025,this study,,
AII31_PC17,PC,11,13,11.908,-48.433,4824,0.6050286,0.36765638,0.077615349,0.071129004,0.005456347,0.435834837,0.042308082,0.411376043,2025,this study,,
AII31_PC2,PC,6,8,10.583,-44.85,5106,0.604601745,0.34673968,0.070651256,0.064464963,0.007285255,0.474576538,0.036282309,0.598347301,2025,this study,,
AII31_PC6,PC,3,5,9.642,-43.617,4757,0.678104889,0.278633277,0.065272184,0.071969594,0.013922778,0.518592026,0.051610141,0.438464704,2025,this study,,
AII60_GC13A,GC,4,6,-31.955,-36.568,2739,0.579354067,0.382740211,0.079519638,0.067760771,0.009043109,0.428218052,0.032718219,0.402727513,2025,this study,,
AII60_GC9A,GC,4,6,-29.125,-34.598,3273,0.596326118,0.365719143,0.075142258,0.070723652,0.008253256,0.448134907,0.032026784,0.279343482,2025,this study,,
AII60_PC10,PC,4,6,-29.66,-34.667,1840,0.55361136,0.351662048,0.092720897,0.076185573,0.005972379,0.440624565,0.032834538,0.32168628,2025,this study,,
AII72_PC21,PC,11,13,34.1,-75.7,2202,0.586825344,0.503053485,0.049559444,0.039185134,0.009454494,0.376998588,0.021748855,0.961098727,2025,this study,,
AII72_PC24,PC,3,5,33.4,-74.9,3824,0.579328304,0.392866987,0.062394303,0.049673134,0.007772614,0.458812355,0.028480607,0.260975523,2025,this study,,
AII93_GC48,GC,4,6,27.455,50.4633,61,0.507700047,0.245127243,0.065852449,0.042979408,0.014667895,0.621107867,0.010265138,0.162685274,2025,this study,,
AII93_GC53,GC,3,5,25.658,53.147,48,0.526790387,0.213689376,0.06461785,0.045186013,0.01152626,0.649758347,0.015222155,0.285312619,2025,this study,,
AII93_PC57,PC,2,5,26.443,56.028,72,0.556438312,0.203644666,0.059143544,0.042298295,0.016439182,0.663017525,0.015456788,0.035396591,2025,this study,,
AII93 PG45,,7,10,29.337,49.755,30,0.549811389,0.218654154,0.061252437,0.050734853,0.013405209,0.645286347,0.010667,0.221576506,2025,this study,,
AII93_PG57,,2,5,26.443,56.028,72,0.591391615,0.172184574,0.054058192,0.042566447,0.016996243,0.695517133,0.018677412,0.082003867,2025,this study,,
AII93_PG58,,3,5,25.978,56.7217,103,0.592409903,0.210265006,0.06891959,0.055941181,0.022237465,0.620644551,0.021992207,0.058486945,2025,this study,,
BJ803_MC108G,MC,7,9,-0.933333333,127.6833333,272,0.784053497,0.107708034,0.045627114,0.073516136,0.024936793,0.681002996,0.067208926,0.07203471,2025,this study,,
BJ803_MC121H,MC,6,7,-0.183333333,128.8166667,1977,0.689378464,0.214898412,0.066450535,0.074091661,0.016432282,0.57117394,0.05695317,0.104546374,2025,this study,,
BJ803_MC127G,MC,3,4,-5.8,120.3,366,0.683154432,0.173955967,0.061221386,0.065053158,0.022548261,0.6328225,0.044398728,0.108352334,2025,this study,,
BJ803_MC142B,MC,3,5,-8.466666667,117.85,296,0.72951837,0.147265964,0.057620375,0.078939649,0.02196249,0.639705246,0.054506278,0.05752685,2025,this study,,
BJ803_MC20,MC,4,5,-6.766666667,116.9666667,419,0.6650539,0.203902656,0.06333483,0.065293582,0.019641068,0.607007728,0.040820137,0.050964128,2025,this study,,
BJ803_MC22H,MC,7,8,-5.2,103.65,1189,0.697696737,0.185309855,0.059781584,0.072214905,0.019616091,0.61693646,0.046141104,0.064267617,2025,this study,,
BJ803_MC26,MC,5,6,-4.433333333,117.7333333,1943,0.704726424,0.186861511,0.059603258,0.068837814,0.02194451,0.611280745,0.051472163,0.226355025,2025,this study,,
BJ803_MC4A,MC,2,3,-7.404,115.359,920,0.659091399,0.104391944,0.049399699,0.051829666,0.021087855,0.750702064,0.022588771,0.081276669,2025,this study,,
BJ803_MC84B,MC,2,5,-1.383333333,117.6166667,401,0.687421947,0.161814872,0.066977584,0.077635812,0.026129216,0.623910377,0.043532138,0.101891422,2025,this study,,
BJ803_MC90F,MC,8,9,2.866666667,118.3833333,2326,0.686055967,0.20001958,0.061448384,0.06828149,0.021260364,0.604250041,0.04474014,0.133703357,2025,this study,,
BJ803_MC94A,MC,3,4,2.333333333,127.8166667,501,0.689746852,0.189819888,0.063840271,0.071315369,0.022908566,0.604411785,0.047704121,0.07639386,2025,this study,,
BJ803_MC9H,MC,4,5,-7.366666667,115.25,648,0.679661043,0.182230586,0.06192779,0.066975263,0.021160938,0.624449842,0.043255581,0.048965375,2025,this study,,
CH0798_MC1,MC,3,5,37.619,-74.178,968,0.473991316,0.415882032,0.044045218,0.022887042,0.005390041,0.500383194,0.011412473,0.115380393,2025,this study,,
CH0798_MC18,MC,3,5,36.872,-73.573,1025,0.452728531,0.43950037,0.041906787,0.020128257,0.004890892,0.48392559,0.009648103,0.107134656,2025,this study,,
CHN100_GC40,GC,4,6,1.617,59.678,5426,0.610070971,0.306408819,0.07107864,0.063714055,0.008674428,0.511305087,0.038818972,0.122592055,2025,this study,,
CHN100_PC29,PC,8,10,6.923,54.965,5106,0.669916262,0.267998803,0.058040487,0.062880327,0.0096746,0.556165551,0.045240232,0.069223276,2025,this study,,
CHN115_PC10,PC,4,6,9.262,-19.44,4685,0.557120235,0.411173819,0.068927352,0.056775584,0.004768201,0.433191724,0.02516332,0.535166349,2025,this study,,
CHN115_PC7,PC,3,6,9.133,-20.052,3806,0.576968207,0.388148168,0.075721142,0.064306576,0.003970787,0.432855494,0.034997834,0.304748471,2025,this study,,
