core_name,core_type,sample_depth_start,sample_depth_end,latitude,longitude,depth,tex86,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,bit,publicationYear,reference_name,remark,reference_link
GeoB8305-1,MC,0,1,-33.478,17.177,712,0.475,0.4954,0.0649,0.0382,0.0068,0.3808,0.0138,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
CB2 MC19,BC,0,2,46.767,-125.833,2700,0.475,0.4052,0.0704,0.0466,0.0037,0.4606,0.0135,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8314-1,MC,0,1,-32.499,15.813,1977,0.476,0.496,0.0763,0.0457,0.0075,0.3585,0.016,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
AII-107-6-20,PC,0,1,-54.857,-17.952,4119,0.48,0.4539,0.0613,0.0295,0.0065,0.4284,0.0205,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8313-1,MC,0,1,-32.123,15.944,1090,0.48,0.489,0.0726,0.0439,0.0073,0.3714,0.0157,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
WM5 MC20,BC,0,2,46.75,-125.2,1000,0.48,0.4304,0.0617,0.0385,0.0038,0.451,0.0147,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
NP-07-13-61,MC,0,1,78.907,12.405,73,0.481,0.5472,0.0171,0.0088,0.0045,0.4198,0.0025,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
BOFS 5K 0-1,KC,0,1,50.865,-21.688,3547,0.482,0.4118,0.0705,0.0414,0.0051,0.4522,0.0189,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2812-3,MC,0,1,-35.602,-52.387,1041,0.484,0.4058,0.0261,0.0137,0.0038,0.5438,0.0069,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8310-1,MC,0,1,-32.909,16.382,1995,0.484,0.5038,0.0694,0.0417,0.007,0.3616,0.0165,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8336-5,MC,0,1,-29.21,12.344,3626,0.488,0.4428,0.0903,0.06,0.0067,0.381,0.0192,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8306-1,MC,0,1,-33.741,16.843,1924,0.488,0.4806,0.0709,0.045,0.0071,0.381,0.0154,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
BS 06E-335,BC,0,1,44.5,35,335,0.491,0.3819,0.0332,0.0175,0.0035,0.5527,0.0111,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB6420-2,GBC,0,1,-37.158,-22.148,3998,0.494,0.3929,0.0761,0.0488,0.0072,0.4567,0.0182,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8301-5,MC,0,1,-34.775,17.699,1941,0.494,0.5178,0.0769,0.0496,0.0077,0.3303,0.0177,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8337-5,MC,0,1,-29.408,13.178,3079,0.494,0.4499,0.0844,0.0572,0.0069,0.3833,0.0183,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8303-5,MC,0,1,-34.261,16.785,3447,0.497,0.4635,0.0758,0.0502,0.0072,0.386,0.0173,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2806-6,MC,0,1,-37.832,-53.137,3542,0.497,0.4456,0.0491,0.0308,0.0052,0.4567,0.0126,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8311-1,MC,0,1,-32.365,16.31,2535,0.499,0.492,0.0705,0.0454,0.0073,0.3674,0.0174,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8316-1,MC,0,1,-32.74,15.734,2667,0.499,0.4617,0.0768,0.0512,0.0074,0.3849,0.018,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8307-5,MC,0,1,-33.834,16.5,2668,0.501,0.4551,0.0748,0.0494,0.0076,0.3951,0.0181,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
IS-S3,MC,0,0.5,48.267,-9.709,497,0.501,0.4116,0.0678,0.0427,0.0106,0.4525,0.0147,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB6419-1,GBC,0,1,-37.774,-21.864,3568,0.502,0.4392,0.0685,0.0436,0.009,0.4231,0.0166,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8308-2,MC,0,1,-33.92,16.268,3162,0.504,0.4523,0.078,0.053,0.0078,0.3906,0.0184,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8315-5,MC,0,1,-32.888,15.695,2996,0.505,0.463,0.0748,0.0507,0.0074,0.386,0.0181,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8343-1,MC,0,1,-30.849,13.325,3089,0.508,0.4232,0.0835,0.0577,0.0079,0.4071,0.0206,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8317-1,MC,0,1,-32.329,15.163,2930,0.508,0.4508,0.0787,0.054,0.008,0.3891,0.0193,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
WM2 MC30,BC,0,2,46.5,-124.383,90,0.514,0.4653,0.0275,0.0153,0.0055,0.4781,0.0083,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
OMEX 99-15,BC,0,1,39.58,-9.61,765,0.514,0.4117,0.0592,0.0357,0.0102,0.4663,0.0168,0.01,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB6421-1,GBC,0,1,-36.448,-22.445,4216,0.515,0.3914,0.0745,0.0493,0.0083,0.4551,0.0214,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB8342-5,MC,0,1,-31.501,13.001,3521,0.52,0.4297,0.0832,0.0607,0.0082,0.397,0.0212,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB6422-5,GBC,0,1,-35.707,-22.733,3972,0.527,0.3763,0.0795,0.0581,0.0088,0.4554,0.0218,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2811-1,MC,0,1,-35.753,-52.27,1789,0.528,0.4131,0.0395,0.0261,0.0052,0.5033,0.0128,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
TSP-1,MC,0,1,-47.572,147.49,1301,0.532,0.3961,0.0619,0.0392,0.006,0.4718,0.0251,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-32,BC,0,1,-14.96,10.668,3342,0.537,0.335,0.0896,0.0627,0.0087,0.4717,0.0324,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
IS-S2,MC,0,0.5,48.178,-9.707,1035,0.537,0.3909,0.0662,0.0486,0.0098,0.4662,0.0184,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2824-1,MC,0,2,-33.498,-42.498,4512,0.537,0.3785,0.0674,0.0502,0.0068,0.4759,0.0212,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2809-2,MC,0,1,-36.332,-51.522,3539,0.538,0.4045,0.0532,0.0395,0.0061,0.4803,0.0163,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-36,BC,0,1,-22.602,13.838,131,0.54,0.3522,0.0556,0.0336,0.0111,0.5269,0.0206,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
OMEX 98-5,BC,0,1,41.63,-9.48,765,0.54,0.3804,0.0671,0.0484,0.0114,0.4737,0.019,0.04,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB6423-1,GBC,0,1,-35.253,-22.992,3963,0.541,0.3667,0.0766,0.057,0.009,0.4665,0.0241,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
Peru Margin PM1,KC,0,1,-11.983,-77.317,100,0.542,0.3144,0.0481,0.0326,0.0102,0.5806,0.014,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-40,BC,0,1,-21.617,6.782,3060,0.543,0.3533,0.0909,0.0732,0.0068,0.4476,0.0282,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2022-3,MC,0,2,-34.435,-20.908,4016,0.547,0.365,0.0852,0.0687,0.0081,0.4466,0.0263,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB6424-2,GBC,0,1,-34.608,-23.276,3820,0.549,0.3562,0.077,0.0589,0.009,0.4729,0.0259,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2810-2,MC,0,1,-35.98,-51.978,2909,0.555,0.3929,0.0493,0.0382,0.0065,0.4964,0.0166,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9501-4,MC,0,1,16.843,-16.733,330,0.556,0.3176,0.0607,0.0439,0.0161,0.5458,0.016,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-47,BC,0,1,-8.787,4.427,5362,0.556,0.3528,0.0878,0.0719,0.0055,0.4494,0.0326,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2825-3,MC,0,2,-32.5,-41.432,4352,0.557,0.3717,0.0665,0.0514,0.0071,0.4784,0.0249,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-41,BC,0,1,-20.808,6.005,4282,0.557,0.3473,0.0911,0.0716,0.0058,0.4471,0.0371,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-30,BC,0,1,-14.877,8.22,4752,0.557,0.3931,0.0796,0.0613,0.0051,0.4273,0.0336,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-33,BC,0,1,-14.973,11.62,2027,0.56,0.3645,0.0895,0.0729,0.0126,0.4322,0.0284,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-34,BC,0,1,-15.01,11.967,999,0.561,0.322,0.0759,0.0599,0.01,0.5052,0.0269,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
IS-S1,MC,0,0.5,48.062,-9.852,2006,0.562,0.3757,0.0686,0.0575,0.0089,0.4677,0.0216,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB6425-1,GBC,0,1,-33.825,-23.588,4352,0.562,0.3454,0.0798,0.0652,0.0086,0.4724,0.0286,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB6426-2,MC,0,1,-33.499,-24.024,4381,0.563,0.3397,0.0777,0.0655,0.0074,0.4826,0.0271,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-35,BC,0,1,-17.293,11.228,802,0.57,0.3168,0.0642,0.0499,0.0097,0.534,0.0254,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB6427-1,MC,0,1,-33.182,-24.248,4491,0.573,0.3413,0.0762,0.0674,0.0072,0.4804,0.0274,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2212-1,MC,0,1,-4.032,-25.623,5521,0.574,0.3427,0.0851,0.0742,0.006,0.4574,0.0346,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9510-3,MC,0,1,15.417,-17.653,1567,0.577,0.3357,0.0793,0.0685,0.0101,0.477,0.0293,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2208-1,MC,0,1,-8.917,-33.7,3977,0.578,0.3274,0.082,0.0749,0.0062,0.4784,0.0311,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB6428-3,GBC,0,1,-32.51,-24.248,4022,0.579,0.3272,0.0776,0.0693,0.0075,0.4883,0.0301,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9520-4,MC,0,1,13.829,-17.591,1102,0.58,0.3135,0.0754,0.0637,0.011,0.5069,0.0294,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9513-5,MC,0,1,15.318,-17.294,498,0.581,0.3251,0.0702,0.0576,0.014,0.5073,0.0258,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2213-1,MC,0,1,-1.265,-24.153,4323,0.584,0.3134,0.0815,0.0733,0.0072,0.4908,0.0339,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9525-5,MC,0,1,12.64,-17.88,2648,0.586,0.3329,0.0805,0.0738,0.0111,0.4726,0.0291,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9521-3,MC,0,1,13.849,-17.49,522,0.587,0.3131,0.0684,0.0579,0.0144,0.5216,0.0246,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9512-4,MC,0,1,15.376,-17.485,787,0.587,0.3142,0.0702,0.0583,0.0124,0.5157,0.0291,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9508-4,MC,0,1,15.498,-17.948,2385,0.589,0.3368,0.0779,0.0718,0.0091,0.4736,0.0308,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2215-8,MC,0,1,0.008,-23.492,3712,0.59,0.3102,0.0802,0.0721,0.008,0.4944,0.035,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2216-2,MC,0,1,0,-23.102,3914,0.591,0.2957,0.0806,0.0734,0.0076,0.5073,0.0353,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2105-3,MC,0,1,-26.738,-46.738,202,0.592,0.2664,0.0732,0.0655,0.0155,0.5539,0.0254,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9506-3,MC,0,1,15.61,-18.35,2964,0.595,0.3451,0.0751,0.0692,0.0088,0.4698,0.0321,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB1503-2,MC,0,2,2.31,-30.648,2298,0.595,0.3162,0.0822,0.0802,0.0082,0.4808,0.0323,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9526-4,MC,0,1,12.435,-18.056,3223,0.595,0.3381,0.0776,0.0738,0.0099,0.4704,0.0302,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB1506-1,MC,0,2,2.205,-35.182,4267,0.596,0.3076,0.0823,0.0772,0.0078,0.4888,0.0364,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB1501-1,MC,0,2,-3.682,-32.012,4258,0.597,0.3144,0.0844,0.0815,0.0081,0.4764,0.0351,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2820-1,MC,0,2,-30.822,-38.438,3606,0.597,0.3145,0.0813,0.0815,0.0078,0.4836,0.0312,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2821-2,MC,0,2,-30.453,-38.817,3936,0.598,0.3173,0.0785,0.0759,0.0079,0.4876,0.0328,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB1504-1,MC,0,2,2.288,-31.287,2980,0.599,0.3121,0.0806,0.0769,0.0082,0.4872,0.035,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2817-3,MC,0,2,-31.902,-40.97,3959,0.601,0.3201,0.0763,0.0744,0.0077,0.4886,0.0329,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2826-1,MC,0,2,-30.915,-38.073,2943,0.601,0.3309,0.0693,0.0657,0.0081,0.4953,0.0307,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2818-1,MC,0,2,-30.873,-38.17,3110,0.604,0.314,0.077,0.078,0.008,0.4916,0.0314,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2828-1,MC,0,2,-31.475,-40.718,3741,0.605,0.3088,0.075,0.0745,0.0079,0.5013,0.0325,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9528-1,MC,0,1,9.166,-17.664,3053,0.605,0.3225,0.0798,0.0785,0.0074,0.4752,0.0366,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2819-2,MC,0,2,-30.848,-38.343,3435,0.606,0.3167,0.0783,0.0765,0.0089,0.4847,0.0349,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9529-1,MC,0,1,8.352,-17.369,1234,0.606,0.3296,0.0797,0.0796,0.0085,0.4682,0.0344,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB1515-2,MC,0,2,4.238,-43.665,3125,0.608,0.2972,0.0815,0.0797,0.0101,0.4949,0.0367,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-19,BC,0,1,-6.043,9.955,3140,0.609,0.3389,0.0778,0.0765,0.0126,0.4624,0.0318,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2827-2,MC,0,2,-31.478,-40.728,3702,0.609,0.3176,0.0737,0.0723,0.0078,0.494,0.0346,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB6429-1,GBC,0,1,-31.95,-24.248,4335,0.61,0.2985,0.0751,0.0714,0.0113,0.5087,0.0351,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-14,BC,0,1,-3.508,9.69,868,0.611,0.2911,0.0759,0.0732,0.0142,0.5139,0.0318,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9535-5,MC,0,1,8.876,-14.961,666,0.612,0.3009,0.0741,0.0743,0.0124,0.5081,0.0302,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2106-1,MC,0,1,-27.098,-46.497,502,0.612,0.2959,0.0673,0.0659,0.0116,0.5305,0.0287,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
Peru Margin PM7,BC,0,2,-11.05,-78.067,250,0.613,0.2854,0.0516,0.0496,0.0133,0.5812,0.0189,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB9534-4,MC,0,1,8.901,-14.936,493,0.613,0.2958,0.0721,0.072,0.0135,0.5176,0.0289,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-10,BC,0,1,-2.077,1.322,2088,0.618,0.3429,0.0696,0.0654,0.0088,0.4751,0.0381,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-24,BC,0,1,-8.907,12.058,2157,0.619,0.3241,0.0813,0.0848,0.01,0.4627,0.0371,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-22,BC,0,1,-7.13,12.067,200,0.62,0.2571,0.074,0.0754,0.0137,0.5483,0.0315,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-28,BC,0,1,-10.387,5.637,5307,0.621,0.1695,0.0709,0.0892,0.0113,0.6436,0.0157,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2829-3,MC,0,2,-30.873,-43.43,3523,0.624,0.3037,0.0736,0.0781,0.0087,0.5005,0.0354,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2207-2,MC,0,1,-8.735,-34.135,2585,0.627,0.2739,0.0812,0.0915,0.0084,0.5085,0.0365,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-15,BC,0,1,-4.213,10.05,1930,0.631,0.2987,0.0774,0.0816,0.0133,0.4918,0.0373,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2830-1,MC,0,2,-29.02,-44,3815,0.633,0.2946,0.0728,0.0808,0.0081,0.5072,0.0364,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2112-1,MC,0,1,-29.135,-43.377,4009,0.633,0.2884,0.0715,0.0768,0.0085,0.5167,0.038,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-21,BC,0,1,-7.275,11.993,490,0.634,0.2628,0.0708,0.0743,0.0158,0.5438,0.0324,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-23,BC,0,1,-8.513,12.775,796,0.635,0.2758,0.0678,0.0733,0.014,0.5384,0.0307,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2111-2,MC,0,1,-29.112,-45.223,3498,0.638,0.2889,0.0728,0.0821,0.0091,0.5099,0.0373,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2107-5,MC,0,1,-27.18,-46.457,1052,0.639,0.2723,0.0701,0.0783,0.0116,0.5336,0.034,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2108-1,MC,0,1,-27.487,-46.23,1991,0.64,0.291,0.0743,0.0832,0.0112,0.5028,0.0375,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-16,BC,0,1,-5.705,11.228,826,0.643,0.2723,0.0743,0.0804,0.0173,0.5192,0.0363,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-17,BC,0,1,-6.818,7.805,4253,0.648,0.3191,0.0734,0.0738,0.0164,0.4724,0.0447,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2125-2,MC,0,1,-20.82,-39.857,1542,0.649,0.275,0.0652,0.0749,0.0116,0.5395,0.0339,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2102-1,MC,0,1,-23.983,-41.2,1805,0.65,0.2721,0.0665,0.0771,0.0113,0.5377,0.0353,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-20,BC,0,1,-7.307,11.537,1080,0.651,0.2737,0.0661,0.0746,0.0109,0.5372,0.0375,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2205-4,MC,0,1,-8.573,-34.345,1790,0.654,0.2596,0.073,0.0907,0.0098,0.5291,0.0378,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2110-1,MC,0,1,-28.65,-45.522,3003,0.655,0.2828,0.0708,0.0856,0.0099,0.5122,0.0387,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
G2-85 7 0-1,PC,0,1,-9.003,123.595,,0.657,0.242,0.0689,0.0672,0.0181,0.5573,0.0464,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2124-1,MC,0,1,-20.958,-39.56,2003,0.657,0.2759,0.0677,0.0842,0.0104,0.5269,0.0349,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
G2-85 pist 0-1,PC,0,1,-8.99,123.64,,0.657,0.2343,0.0718,0.072,0.0195,0.5564,0.0459,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2104-1,MC,0,1,-27.29,-46.378,1505,0.657,0.2617,0.0694,0.0823,0.0114,0.5358,0.0394,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2126-1,MC,0,1,-21.27,-38.933,2537,0.659,0.2909,0.0713,0.0872,0.0114,0.5001,0.0391,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB10040-3,MC,0,1,-6.476,102.859,2605,0.659,0.2899,0.0724,0.0829,0.0143,0.4977,0.0427,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
NIOP 902,BC,0,1,10.779,51.577,459,0.66,0.2249,0.062,0.0614,0.0165,0.5924,0.0428,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-25,BC,0,1,-9.368,10.608,4164,0.661,0.2383,0.0581,0.0735,0.0118,0.5901,0.0283,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB10038-3,MC,0,1,-5.937,103.246,1891,0.664,0.2877,0.0702,0.0831,0.014,0.503,0.0419,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
NIOP 904,BC,0,1,10.788,51.771,1194,0.665,0.2319,0.0693,0.0761,0.0138,0.5611,0.0477,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2130-1,MC,0,1,-20.615,-37.103,2113,0.665,0.2993,0.0748,0.0931,0.0179,0.4775,0.0375,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
T89-12,BC,0,1,-5.2,7.973,4068,0.668,0.3484,0.0695,0.0632,0.0035,0.4421,0.0733,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB10042-2,MC,0,1,-7.113,104.643,2457,0.67,0.2477,0.071,0.0803,0.0187,0.5368,0.0455,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2206-1,MC,0,1,-8.558,-34.48,1442,0.674,0.2633,0.0712,0.0948,0.0125,0.5182,0.0399,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
NIOP 908,BC,0,1,10.778,52.915,3572,0.675,0.2863,0.0715,0.0842,0.0127,0.4941,0.0513,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
NIOP 325,BC,0,1,10.683,53.55,4065,0.677,0.2791,0.0729,0.0924,0.0108,0.4953,0.0495,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB2201-1,MC,0,1,-8.168,-34.463,794,0.681,0.2506,0.0651,0.086,0.0175,0.5453,0.0355,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
G2-9 box 0-1,BC,0,1,-9.343,123.592,2720,0.682,0.2236,0.0732,0.0777,0.0195,0.5465,0.0595,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
NIOP 915,BC,0,1,10.69,53.524,4035,0.682,0.2824,0.0717,0.0879,0.0121,0.4919,0.0541,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
NIOP 903,BC,0,1,10.783,51.658,789,0.684,0.2229,0.0675,0.0794,0.0166,0.5636,0.0501,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
GeoB10034-3,MC,0,1,-4.165,101.499,995,0.684,0.2311,0.0734,0.0933,0.017,0.5364,0.0488,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
G2-9 trp 0-1,Triple,0,1,-9.34,123.592,2720,0.686,0.2023,0.0696,0.0813,0.0179,0.5764,0.0524,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
G6-3 0-1,PC,0,1,-10.152,117.193,1182,0.691,0.2366,0.0663,0.0781,0.0148,0.5488,0.0553,,2010,Kim2010,,http://dx.doi.org/10.1016/j.gca.2010.05.027
